Category,Message,tokenize,proc_message
ham,helloooo wake up sweet morning welcomes you enjoy this day with full of joy gud mrng,"['helloooo', 'wake', 'sweet', 'morn', 'welcom', 'enjoy', 'day', 'full', 'joy', 'gud', 'mrng']",helloooo wake sweet morn welcom enjoy day full joy gud mrng
ham,alrite,['alrit'],alrit
ham,why must we sit around and wait for summer days to celebrate such a magical sight when the worlds dressed in white oooooh let there be snow,"['must', 'sit', 'around', 'wait', 'summer', 'day', 'celebr', 'magic', 'sight', 'world', 'dress', 'white', 'oooooh', 'let', 'snow']",must sit around wait summer day celebr magic sight world dress white oooooh let snow
spam,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09058094454 from land line claim 3030 valid 12hrs only,"['urgent', 'mobil', 'number', 'award', '2000', 'prize', 'guarante', 'call', '09058094454', 'land', 'line', 'claim', '3030', 'valid', '12hr']",urgent mobil number award 2000 prize guarante call 09058094454 land line claim 3030 valid 12hr
ham,how do you guys go to see movies on your side,"['guy', 'go', 'see', 'movi', 'side']",guy go see movi side
ham,you didnt have to tell me thatnow im thinking plus hes going to stop all your runs,"['didnt', 'tell', 'thatnow', 'im', 'think', 'plu', 'he', 'go', 'stop', 'run']",didnt tell thatnow im think plu he go stop run
ham,kindly send some one to our flat before  ltdecimalgt  today,"['kindli', 'send', 'one', 'flat', 'ltdecimalgt', 'today']",kindli send one flat ltdecimalgt today
spam,sorry u can not unsubscribe yet the mob offer package has a min term of 54 weeks pls resubmit request after expiry reply themob help 4 more info,"['sorri', 'u', 'unsubscrib', 'yet', 'mob', 'offer', 'packag', 'min', 'term', '54', 'week', 'pl', 'resubmit', 'request', 'expiri', 'repli', 'themob', 'help', '4', 'info']",sorri u unsubscrib yet mob offer packag min term 54 week pl resubmit request expiri repli themob help 4 info
ham,nothing lor a bit bored too then y dun u go home early 2 sleep today,"['noth', 'lor', 'bit', 'bore', 'dun', 'u', 'go', 'home', 'earli', '2', 'sleep', 'today']",noth lor bit bore dun u go home earli 2 sleep today
ham,what time should i tell my friend to be around,"['time', 'tell', 'friend', 'around']",time tell friend around
ham,yes that will be fine love you be safe,"['ye', 'fine', 'love', 'safe']",ye fine love safe
ham,thanks chikku gud nyt,"['thank', 'chikku', 'gud', 'nyt']",thank chikku gud nyt
ham,is xy in ur car when u picking me up,"['xy', 'ur', 'car', 'u', 'pick']",xy ur car u pick
ham,thanx 4 the time weve spent 2geva its bin mint ur my baby and all i want is uxxxx,"['thanx', '4', 'time', 'weve', 'spent', '2geva', 'bin', 'mint', 'ur', 'babi', 'want', 'uxxxx']",thanx 4 time weve spent 2geva bin mint ur babi want uxxxx
ham,yo any way we could pick something up tonight,"['yo', 'way', 'could', 'pick', 'someth', 'tonight']",yo way could pick someth tonight
ham,ive not sent it he can send me,"['ive', 'sent', 'send']",ive sent send
ham,fine am simply sitting,"['fine', 'simpli', 'sit']",fine simpli sit
ham,thts gods gift for birds as humans hav some natural gift frm god,"['tht', 'god', 'gift', 'bird', 'human', 'hav', 'natur', 'gift', 'frm', 'god']",tht god gift bird human hav natur gift frm god
ham,are you coming to day for class,"['come', 'day', 'class']",come day class
ham,im done just studyn in library,"['im', 'done', 'studyn', 'librari']",im done studyn librari
ham,ok u enjoy ur shows,"['ok', 'u', 'enjoy', 'ur', 'show']",ok u enjoy ur show
ham,anything,['anyth'],anyth
ham,where wuld i be without my baby the thought alone mite break me and i dont wanna go crazy but everyboy needs his lady xxxxxxxx,"['wuld', 'without', 'babi', 'thought', 'alon', 'mite', 'break', 'dont', 'wan', 'na', 'go', 'crazi', 'everyboy', 'need', 'ladi', 'xxxxxxxx']",wuld without babi thought alon mite break dont wan na go crazi everyboy need ladi xxxxxxxx
ham,wats my dear doing sleeping ah,"['wat', 'dear', 'sleep', 'ah']",wat dear sleep ah
ham,hi test on  ltgt rd ,"['hi', 'test', 'ltgt', 'rd']",hi test ltgt rd
ham,only 2 students solved this cat question in xam 532 ltgt  924 ltgt  863 ltgt  then 725 tell me the answer if u r brilliant1thingi got d answr,"['2', 'student', 'solv', 'cat', 'question', 'xam', '532', 'ltgt', '924', 'ltgt', '863', 'ltgt', '725', 'tell', 'answer', 'u', 'r', 'brilliant1thingi', 'got', 'answr']",2 student solv cat question xam 532 ltgt 924 ltgt 863 ltgt 725 tell answer u r brilliant1thingi got answr
ham,yo do you know anyone  ltgt  or otherwise able to buy liquor our guy flaked and right now if we dont get a hold of somebody its just 4 loko all night,"['yo', 'know', 'anyon', 'ltgt', 'otherwis', 'abl', 'buy', 'liquor', 'guy', 'flake', 'right', 'dont', 'get', 'hold', 'somebodi', '4', 'loko', 'night']",yo know anyon ltgt otherwis abl buy liquor guy flake right dont get hold somebodi 4 loko night
ham,yup n her fren lor im meeting my fren at 730,"['yup', 'n', 'fren', 'lor', 'im', 'meet', 'fren', '730']",yup n fren lor im meet fren 730
ham,yeah we got one lined up for us,"['yeah', 'got', 'one', 'line', 'us']",yeah got one line us
ham,and stop wondering wow is she ever going to stop tming me  because i will tm you whenever i want because you are mine  laughs,"['stop', 'wonder', 'wow', 'ever', 'go', 'stop', 'tming', 'tm', 'whenev', 'want', 'mine', 'laugh']",stop wonder wow ever go stop tming tm whenev want mine laugh
ham,lol yep did that yesterday already got my fireplace now its just another icon sitting there for me,"['lol', 'yep', 'yesterday', 'alreadi', 'got', 'fireplac', 'anoth', 'icon', 'sit']",lol yep yesterday alreadi got fireplac anoth icon sit
ham,hey ive booked the pilates and yoga lesson already haha,"['hey', 'ive', 'book', 'pilat', 'yoga', 'lesson', 'alreadi', 'haha']",hey ive book pilat yoga lesson alreadi haha
ham,are you ok what happen to behave like this,"['ok', 'happen', 'behav', 'like']",ok happen behav like
spam,you have 1 new message please call 08712400200,"['1', 'new', 'messag', 'pleas', 'call', '08712400200']",1 new messag pleas call 08712400200
ham,my supervisor find 4 me one lor i thk his students i havent ask her yet tell u aft i ask her,"['supervisor', 'find', '4', 'one', 'lor', 'thk', 'student', 'havent', 'ask', 'yet', 'tell', 'u', 'aft', 'ask']",supervisor find 4 one lor thk student havent ask yet tell u aft ask
ham,hello no news on job they are making me wait a fifth week yeah im up for some woozles and weasels in exeter still but be home about 3,"['hello', 'news', 'job', 'make', 'wait', 'fifth', 'week', 'yeah', 'im', 'woozl', 'weasel', 'exet', 'still', 'home', '3']",hello news job make wait fifth week yeah im woozl weasel exet still home 3
spam,we currently have a message awaiting your collection to collect your message just call 08718723815,"['current', 'messag', 'await', 'collect', 'collect', 'messag', 'call', '08718723815']",current messag await collect collect messag call 08718723815
ham,hey babe sorry i didnt get sooner gary can come and fix it cause he thinks he knows what it is but he doesnt go as far a ptbo and he says it will cost  ltgt  bucks i dont know if it might be cheaper to find someone there  we dont have any second hand machines at all right now let me know what you want to do babe,"['hey', 'babe', 'sorri', 'didnt', 'get', 'sooner', 'gari', 'come', 'fix', 'caus', 'think', 'know', 'doesnt', 'go', 'far', 'ptbo', 'say', 'cost', 'ltgt', 'buck', 'dont', 'know', 'might', 'cheaper', 'find', 'someon', 'dont', 'second', 'hand', 'machin', 'right', 'let', 'know', 'want', 'babe']",hey babe sorri didnt get sooner gari come fix caus think know doesnt go far ptbo say cost ltgt buck dont know might cheaper find someon dont second hand machin right let know want babe
ham,make that 3 4 fucks sake x,"['make', '3', '4', 'fuck', 'sake', 'x']",make 3 4 fuck sake x
ham,leave it u will always be ignorant,"['leav', 'u', 'alway', 'ignor']",leav u alway ignor
ham,nope but ill b going 2 sch on fri quite early lor cos mys sis got paper in da morn ,"['nope', 'ill', 'b', 'go', '2', 'sch', 'fri', 'quit', 'earli', 'lor', 'co', 'my', 'si', 'got', 'paper', 'da', 'morn']",nope ill b go 2 sch fri quit earli lor co my si got paper da morn
ham,at bruce b downs amp fletcher now,"['bruce', 'b', 'down', 'amp', 'fletcher']",bruce b down amp fletcher
ham,where are you  you said you would be here when i woke  ,"['said', 'would', 'woke']",said would woke
ham,hey now am free you can call me,"['hey', 'free', 'call']",hey free call
ham,tell me whos this pls,"['tell', 'who', 'pl']",tell who pl
spam,urgent your mobile was awarded a 1500 bonus caller prize on 27603 our final attempt 2 contact u call 08714714011,"['urgent', 'mobil', 'award', '1500', 'bonu', 'caller', 'prize', '27603', 'final', 'attempt', '2', 'contact', 'u', 'call', '08714714011']",urgent mobil award 1500 bonu caller prize 27603 final attempt 2 contact u call 08714714011
ham,think i might have to give it a miss am teaching til twelve then have lecture at two damn this working thing,"['think', 'might', 'give', 'miss', 'teach', 'til', 'twelv', 'lectur', 'two', 'damn', 'work', 'thing']",think might give miss teach til twelv lectur two damn work thing
ham,id have to check but theres only like 1 bowls worth left,"['id', 'check', 'there', 'like', '1', 'bowl', 'worth', 'left']",id check there like 1 bowl worth left
ham,yes there were many sweets,"['ye', 'mani', 'sweet']",ye mani sweet
ham,i would but im still cozy and exhausted from last nightnobody went to school or work everything is closed,"['would', 'im', 'still', 'cozi', 'exhaust', 'last', 'nightnobodi', 'went', 'school', 'work', 'everyth', 'close']",would im still cozi exhaust last nightnobodi went school work everyth close
ham,buzzzz grins did i buzz your ass buzz your chest  buzz your cock  where do you keep your phone  is the vibrator on  did you feel it shake ,"['buzzzz', 'grin', 'buzz', 'ass', 'buzz', 'chest', 'buzz', 'cock', 'keep', 'phone', 'vibrat', 'feel', 'shake']",buzzzz grin buzz ass buzz chest buzz cock keep phone vibrat feel shake
ham,sir send to group mail check it,"['sir', 'send', 'group', 'mail', 'check']",sir send group mail check
ham,im doing da intro covers energy trends n pros n cons brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages,"['im', 'da', 'intro', 'cover', 'energi', 'trend', 'n', 'pro', 'n', 'con', 'brief', 'descript', 'nuclear', 'fusion', 'n', 'oso', 'brief', 'histori', 'iter', 'n', 'jet', 'got', 'abt', '7', 'n', 'half', 'page']",im da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt 7 n half page
ham,nonenowhere ikno doesdiscountshitinnit,"['nonenowher', 'ikno', 'doesdiscountshitinnit']",nonenowher ikno doesdiscountshitinnit
ham,you dont know you jabo me abi,"['dont', 'know', 'jabo', 'abi']",dont know jabo abi
spam,do you ever notice that when youre driving anyone going slower than you is an idiot and everyone driving faster than you is a maniac,"['ever', 'notic', 'your', 'drive', 'anyon', 'go', 'slower', 'idiot', 'everyon', 'drive', 'faster', 'maniac']",ever notic your drive anyon go slower idiot everyon drive faster maniac
ham,not yet hadya sapna aunty manege yday hogidhechinnu full weak and swalpa black agidhane,"['yet', 'hadya', 'sapna', 'aunti', 'maneg', 'yday', 'hogidhechinnu', 'full', 'weak', 'swalpa', 'black', 'agidhan']",yet hadya sapna aunti maneg yday hogidhechinnu full weak swalpa black agidhan
ham,are you being good baby ,"['good', 'babi']",good babi
ham,mostly sports typelyk footblcrckt,"['mostli', 'sport', 'typelyk', 'footblcrckt']",mostli sport typelyk footblcrckt
ham,ma head dey swell oh thanks for making my day,"['head', 'dey', 'swell', 'oh', 'thank', 'make', 'day']",head dey swell oh thank make day
ham,u should make a fb list,"['u', 'make', 'fb', 'list']",u make fb list
ham,sary just need tim in the bollox it hurt him a lot so he tol me,"['sari', 'need', 'tim', 'bollox', 'hurt', 'lot', 'tol']",sari need tim bollox hurt lot tol
ham,happy new year princess,"['happi', 'new', 'year', 'princess']",happi new year princess
ham,ill text carlos and let you know hang on,"['ill', 'text', 'carlo', 'let', 'know', 'hang']",ill text carlo let know hang
ham,dont worry  is easy once have ingredients,"['dont', 'worri', 'easi', 'ingredi']",dont worri easi ingredi
ham,i love u 2 my little pocy bell i am sorry but i love u,"['love', 'u', '2', 'littl', 'poci', 'bell', 'sorri', 'love', 'u']",love u 2 littl poci bell sorri love u
ham,ok omw now you at castor,"['ok', 'omw', 'castor']",ok omw castor
ham,yar lor keep raining non stop or u wan 2 go elsewhere,"['yar', 'lor', 'keep', 'rain', 'non', 'stop', 'u', 'wan', '2', 'go', 'elsewher']",yar lor keep rain non stop u wan 2 go elsewher
spam,xmas offer latest motorola sonyericsson  nokia  free bluetooth or dvd double mins  1000 txt on orange call mobileupd8 on 08000839402 or call2optout4qf2,"['xma', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'dvd', 'doubl', 'min', '1000', 'txt', 'orang', 'call', 'mobileupd8', '08000839402', 'call2optout4qf2']",xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min 1000 txt orang call mobileupd8 08000839402 call2optout4qf2
ham,what u mean u almost done done wif sleeping but i tot u going to take a nap yup i send her liao so im picking her up at ard 4 smth lor,"['u', 'mean', 'u', 'almost', 'done', 'done', 'wif', 'sleep', 'tot', 'u', 'go', 'take', 'nap', 'yup', 'send', 'liao', 'im', 'pick', 'ard', '4', 'smth', 'lor']",u mean u almost done done wif sleep tot u go take nap yup send liao im pick ard 4 smth lor
ham,tonight yeah id be down for that,"['tonight', 'yeah', 'id']",tonight yeah id
ham,what should i eat fo lunch senor,"['eat', 'fo', 'lunch', 'senor']",eat fo lunch senor
ham,he said that he had a right giggle when he saw u again you would possibly be the first person2die from nvq but think how much you could for,"['said', 'right', 'giggl', 'saw', 'u', 'would', 'possibl', 'first', 'person2di', 'nvq', 'think', 'much', 'could']",said right giggl saw u would possibl first person2di nvq think much could
ham,no break time one how i come out n get my stuff fr ü,"['break', 'time', 'one', 'come', 'n', 'get', 'stuff', 'fr', 'ü']",break time one come n get stuff fr ü
spam,reply to win 100 weekly what professional sport does tiger woods play send stop to 87239 to end service,"['repli', 'win', '100', 'weekli', 'profession', 'sport', 'tiger', 'wood', 'play', 'send', 'stop', '87239', 'end', 'servic']",repli win 100 weekli profession sport tiger wood play send stop 87239 end servic
ham,im there and i can see you but you cant see me  maybe you should reboot ym  i seen the buzz,"['im', 'see', 'cant', 'see', 'mayb', 'reboot', 'ym', 'seen', 'buzz']",im see cant see mayb reboot ym seen buzz
ham,do you still have the grinder,"['still', 'grinder']",still grinder
spam,no 1 polyphonic tone 4 ur mob every week just txt pt2 to 87575 1st tone free  so get txtin now and tell ur friends 150ptone 16 reply hl 4info,"['1', 'polyphon', 'tone', '4', 'ur', 'mob', 'everi', 'week', 'txt', 'pt2', '87575', '1st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friend', '150ptone', '16', 'repli', 'hl', '4info']",1 polyphon tone 4 ur mob everi week txt pt2 87575 1st tone free get txtin tell ur friend 150ptone 16 repli hl 4info
ham,ki didt see youkwhere are you now,"['ki', 'didt', 'see', 'youkwher']",ki didt see youkwher
ham,so im doing a list of buyers,"['im', 'list', 'buyer']",im list buyer
ham,no idea i guess well work that out an hour after were supposed to leave since as usual nobody has any interest in figuring shit out before the last second,"['idea', 'guess', 'well', 'work', 'hour', 'suppos', 'leav', 'sinc', 'usual', 'nobodi', 'interest', 'figur', 'shit', 'last', 'second']",idea guess well work hour suppos leav sinc usual nobodi interest figur shit last second
ham,mm not entirely sure i understood that text but hey ho which weekend,"['mm', 'entir', 'sure', 'understood', 'text', 'hey', 'ho', 'weekend']",mm entir sure understood text hey ho weekend
ham,they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear,"['releas', 'vday', 'shirt', 'u', 'put', 'make', 'bottom', 'half', 'nake', 'instead', 'white', 'underwear']",releas vday shirt u put make bottom half nake instead white underwear
ham,don knowhe is watching film in computer,"['knowh', 'watch', 'film', 'comput']",knowh watch film comput
ham,no b4 thursday,"['b4', 'thursday']",b4 thursday
ham,oh then your phone phoned me but it disconnected,"['oh', 'phone', 'phone', 'disconnect']",oh phone phone disconnect
ham,id onluy matters when getting on from offcampus,"['id', 'onluy', 'matter', 'get', 'offcampu']",id onluy matter get offcampu
spam,this message is free welcome to the new  improved sex  dogging club to unsubscribe from this service reply stop msgs150p 18only,"['messag', 'free', 'welcom', 'new', 'improv', 'sex', 'dog', 'club', 'unsubscrib', 'servic', 'repli', 'stop', 'msgs150p', '18onli']",messag free welcom new improv sex dog club unsubscrib servic repli stop msgs150p 18onli
ham,excellent ill see what rileys plans are,"['excel', 'ill', 'see', 'riley', 'plan']",excel ill see riley plan
ham,ew are you one of them,"['ew', 'one']",ew one
ham,also hi wesley howve you been,"['also', 'hi', 'wesley', 'howv']",also hi wesley howv
ham,ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it,"['ah', 'see', 'lingo', 'let', 'know', 'wot', 'earth', 'finish', 'make']",ah see lingo let know wot earth finish make
spam,update_now  12mths half price orange line rental 400minscall mobileupd8 on 08000839402 or call2optoutj5q,"['update_now', '12mth', 'half', 'price', 'orang', 'line', 'rental', '400minscal', 'mobileupd8', '08000839402', 'call2optoutj5q']",update_now 12mth half price orang line rental 400minscal mobileupd8 08000839402 call2optoutj5q
ham,imagine life without me see how fast u are searching medont worry lm always there to disturb u goodnoon,"['imagin', 'life', 'without', 'see', 'fast', 'u', 'search', 'medont', 'worri', 'lm', 'alway', 'disturb', 'u', 'goodnoon']",imagin life without see fast u search medont worri lm alway disturb u goodnoon
ham,hm good morning headache anyone ,"['hm', 'good', 'morn', 'headach', 'anyon']",hm good morn headach anyon
ham,yeah no probs  last night is obviously catching up with you speak soon,"['yeah', 'prob', 'last', 'night', 'obvious', 'catch', 'speak', 'soon']",yeah prob last night obvious catch speak soon
spam,free unlimited hardcore porn direct 2 your mobile txt porn to 69200  get free access for 24 hrs then chrgd50p per day txt stop 2exit this msg is free,"['free', 'unlimit', 'hardcor', 'porn', 'direct', '2', 'mobil', 'txt', 'porn', '69200', 'get', 'free', 'access', '24', 'hr', 'chrgd50p', 'per', 'day', 'txt', 'stop', '2exit', 'msg', 'free']",free unlimit hardcor porn direct 2 mobil txt porn 69200 get free access 24 hr chrgd50p per day txt stop 2exit msg free
ham,i might go 2 sch yar at e salon now v boring,"['might', 'go', '2', 'sch', 'yar', 'e', 'salon', 'v', 'bore']",might go 2 sch yar e salon v bore
ham,ltgt  mins but i had to stop somewhere first,"['ltgt', 'min', 'stop', 'somewher', 'first']",ltgt min stop somewher first
ham,ltgt  is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas  ltgt  good mornings afternoons evenings nights rememberi am the first to wishing u all theseyours raj,"['ltgt', 'fast', 'approach', 'wish', 'u', 'happi', 'new', 'year', 'happi', 'sankranti', 'happi', 'republ', 'day', 'happi', 'valentin', 'day', 'happi', 'shivratri', 'happi', 'ugadi', 'happi', 'fool', 'day', 'happi', 'may', 'day', 'happi', 'independ', 'day', 'happi', 'friendshipmotherfatherteacherschildren', 'day', 'amp', 'happi', 'birthday', '4', 'u', 'happi', 'ganesh', 'festiv', 'happi', 'dasara', 'happi', 'diwali', 'happi', 'christma', 'ltgt', 'good', 'morn', 'afternoon', 'even', 'night', 'rememberi', 'first', 'wish', 'u', 'theseyour', 'raj']",ltgt fast approach wish u happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendshipmotherfatherteacherschildren day amp happi birthday 4 u happi ganesh festiv happi dasara happi diwali happi christma ltgt good morn afternoon even night rememberi first wish u theseyour raj
ham,one of the joys in lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend a warm morning greeting ,"['one', 'joy', 'lifei', 'wake', 'daywith', 'thought', 'somewheresomeon', 'care', 'enough', 'tosend', 'warm', 'morn', 'greet']",one joy lifei wake daywith thought somewheresomeon care enough tosend warm morn greet
ham,i didnt get the second half of that message,"['didnt', 'get', 'second', 'half', 'messag']",didnt get second half messag
ham,wat time do u wan 2 meet me later,"['wat', 'time', 'u', 'wan', '2', 'meet', 'later']",wat time u wan 2 meet later
ham,i thank you so much for all you do with selflessness i love you plenty,"['thank', 'much', 'selfless', 'love', 'plenti']",thank much selfless love plenti
ham,am in film ill call you later,"['film', 'ill', 'call', 'later']",film ill call later
ham,how dare you change my ring,"['dare', 'chang', 'ring']",dare chang ring
ham,you are a very very very very bad girl or lady,"['bad', 'girl', 'ladi']",bad girl ladi
ham,i love ya too but try and budget your money better babe gary would freak on me if he knew,"['love', 'ya', 'tri', 'budget', 'money', 'better', 'babe', 'gari', 'would', 'freak', 'knew']",love ya tri budget money better babe gari would freak knew
ham,what part of dont initiate dont you understand,"['part', 'dont', 'initi', 'dont', 'understand']",part dont initi dont understand
ham,i finished my lunch already u wake up already,"['finish', 'lunch', 'alreadi', 'u', 'wake', 'alreadi']",finish lunch alreadi u wake alreadi
ham,you still at the game,"['still', 'game']",still game
ham,you have got tallent but you are wasting,"['got', 'tallent', 'wast']",got tallent wast
ham,what is your record for one night ,"['record', 'one', 'night']",record one night
ham,also sir i sent you an email about how to log into the usc payment portal ill send you another message that should explain how things are back home have a great weekend,"['also', 'sir', 'sent', 'email', 'log', 'usc', 'payment', 'portal', 'ill', 'send', 'anoth', 'messag', 'explain', 'thing', 'back', 'home', 'great', 'weekend']",also sir sent email log usc payment portal ill send anoth messag explain thing back home great weekend
ham,gonna let me know cos comes bak from holiday that day  is coming dont4get2text me  number,"['gon', 'na', 'let', 'know', 'co', 'come', 'bak', 'holiday', 'day', 'come', 'dont4get2text', 'number']",gon na let know co come bak holiday day come dont4get2text number
ham,jokin only lar  depends on which phone my father can get lor,"['jokin', 'lar', 'depend', 'phone', 'father', 'get', 'lor']",jokin lar depend phone father get lor
ham,aight lemme know whats up,"['aight', 'lem', 'know', 'what']",aight lem know what
ham,get ready for  ltgt  inches of pleasure,"['get', 'readi', 'ltgt', 'inch', 'pleasur']",get readi ltgt inch pleasur
ham, ok i feel like john lennon,"['ok', 'feel', 'like', 'john', 'lennon']",ok feel like john lennon
ham,cos darren say ü considering mah so i ask ü,"['co', 'darren', 'say', 'ü', 'consid', 'mah', 'ask', 'ü']",co darren say ü consid mah ask ü
ham,you are not bothering me but you have to trust my answers pls,"['bother', 'trust', 'answer', 'pl']",bother trust answer pl
ham,one day a crab was running on the sea shorethe waves came n cleared the footprints of the crab crab asked being my frnd y r u clearing my beautiful footprints waves replied a fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn  gud nyt,"['one', 'day', 'crab', 'run', 'sea', 'shoreth', 'wave', 'came', 'n', 'clear', 'footprint', 'crab', 'crab', 'ask', 'frnd', 'r', 'u', 'clear', 'beauti', 'footprint', 'wave', 'repli', 'fox', 'follow', 'ur', 'footprint', 'catch', 'that', 'clear', 'frndsship', 'never', 'let', 'u', 'dwn', 'gud', 'nyt']",one day crab run sea shoreth wave came n clear footprint crab crab ask frnd r u clear beauti footprint wave repli fox follow ur footprint catch that clear frndsship never let u dwn gud nyt
ham,aight what time you want me to come up,"['aight', 'time', 'want', 'come']",aight time want come
ham,slaaaaave  where are you  must i summon you to me all the time now  dont you wish to come to me on your own anymore,"['slaaaaav', 'must', 'summon', 'time', 'dont', 'wish', 'come', 'anymor']",slaaaaav must summon time dont wish come anymor
ham,your bill at 3 is 3365 so thats not bad,"['bill', '3', '3365', 'that', 'bad']",bill 3 3365 that bad
ham,let me know how it changes in the next 6hrs it can even be appendix but you are out of that age range however its not impossible so just chill and let me know in 6hrs,"['let', 'know', 'chang', 'next', '6hr', 'even', 'appendix', 'age', 'rang', 'howev', 'imposs', 'chill', 'let', 'know', '6hr']",let know chang next 6hr even appendix age rang howev imposs chill let know 6hr
ham,hello yeah ive just got out of the bath and need to do my hair so ill come up when im done yeah,"['hello', 'yeah', 'ive', 'got', 'bath', 'need', 'hair', 'ill', 'come', 'im', 'done', 'yeah']",hello yeah ive got bath need hair ill come im done yeah
ham,so hows the weather over there,"['how', 'weather']",how weather
ham,ok not much to do here though hm friday cant wait dunno wot the hell im gonna do for another 3 weeks become a slob oh wait already done that,"['ok', 'much', 'though', 'hm', 'friday', 'cant', 'wait', 'dunno', 'wot', 'hell', 'im', 'gon', 'na', 'anoth', '3', 'week', 'becom', 'slob', 'oh', 'wait', 'alreadi', 'done']",ok much though hm friday cant wait dunno wot hell im gon na anoth 3 week becom slob oh wait alreadi done
ham,die now i have e toot fringe again,"['die', 'e', 'toot', 'fring']",die e toot fring
ham,lol they dont know about my awesome phone i could click delete right now if i want,"['lol', 'dont', 'know', 'awesom', 'phone', 'could', 'click', 'delet', 'right', 'want']",lol dont know awesom phone could click delet right want
ham,awesome question with a cute answer someone asked a boy how is ur life   he smiled amp answered   she is fine gudnite,"['awesom', 'question', 'cute', 'answer', 'someon', 'ask', 'boy', 'ur', 'life', 'smile', 'amp', 'answer', 'fine', 'gudnit']",awesom question cute answer someon ask boy ur life smile amp answer fine gudnit
ham,please leave this topicsorry for telling that,"['pleas', 'leav', 'topicsorri', 'tell']",pleas leav topicsorri tell
ham,pls send me the correct name da,"['pl', 'send', 'correct', 'name', 'da']",pl send correct name da
ham,what happened to our yo date,"['happen', 'yo', 'date']",happen yo date
ham,webpage s not available,"['webpag', 'avail']",webpag avail
ham,just woke up yeesh its late but i didnt fall asleep til ltgt am ,"['woke', 'yeesh', 'late', 'didnt', 'fall', 'asleep', 'til', 'ltgt']",woke yeesh late didnt fall asleep til ltgt
spam,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to httpgotbabescouk no subscriptions,"['unsubscrib', 'servic', 'get', 'ton', 'sexi', 'babe', 'hunk', 'straight', 'phone', 'go', 'httpgotbabescouk', 'subscript']",unsubscrib servic get ton sexi babe hunk straight phone go httpgotbabescouk subscript
ham,dear all as we know  ltgt th is the  ltgt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details,"['dear', 'know', 'ltgt', 'th', 'ltgt', 'th', 'birthday', 'love', 'gopalettan', 'plan', 'give', 'small', 'gift', 'day', 'like', 'particip', 'welcom', 'pleas', 'contact', 'admin', 'team', 'detail']",dear know ltgt th ltgt th birthday love gopalettan plan give small gift day like particip welcom pleas contact admin team detail
ham,kkfrom tomorrow onwards started ah,"['kkfrom', 'tomorrow', 'onward', 'start', 'ah']",kkfrom tomorrow onward start ah
ham,what u talking bout early morning its almost noon where your at,"['u', 'talk', 'bout', 'earli', 'morn', 'almost', 'noon']",u talk bout earli morn almost noon
ham,fine do you remember me,"['fine', 'rememb']",fine rememb
spam,hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsmscom text stop to stopcost 150p 08712400603,"['hi', 'babe', 'jordan', 'r', 'u', 'im', 'home', 'abroad', 'lone', 'text', 'back', 'u', 'wan', 'na', 'chat', 'xxsp', 'visionsmscom', 'text', 'stop', 'stopcost', '150p', '08712400603']",hi babe jordan r u im home abroad lone text back u wan na chat xxsp visionsmscom text stop stopcost 150p 08712400603
ham,ok how many should i buy,"['ok', 'mani', 'buy']",ok mani buy
ham,sounds good keep me posted,"['sound', 'good', 'keep', 'post']",sound good keep post
spam,get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to 87021,"['get', 'brand', 'new', 'mobil', 'phone', 'agent', 'mob', 'plu', 'load', 'goodi', 'info', 'text', 'mat', '87021']",get brand new mobil phone agent mob plu load goodi info text mat 87021
ham,ok so april cant wait,"['ok', 'april', 'cant', 'wait']",ok april cant wait
ham,boy you best get yo ass out here quick,"['boy', 'best', 'get', 'yo', 'ass', 'quick']",boy best get yo ass quick
ham,ay wana meet on satü wkg on sat,"['ay', 'wana', 'meet', 'satü', 'wkg', 'sat']",ay wana meet satü wkg sat
ham,im now but have to wait till 2 for the bus to pick me,"['im', 'wait', 'till', '2', 'bu', 'pick']",im wait till 2 bu pick
ham,apart from the one i told you about yesterday,"['apart', 'one', 'told', 'yesterday']",apart one told yesterday
ham,ok lor but buy wat,"['ok', 'lor', 'buy', 'wat']",ok lor buy wat
ham,somebody should go to andros and steal ice,"['somebodi', 'go', 'andro', 'steal', 'ice']",somebodi go andro steal ice
